concept	concept_name
C0224167	Structure of thyrohyoid muscle
C0184512	Stabilized (qualifier value)
C0927245	Structure of mandibular premolar tooth
C1948058	Collateral
C4554659	Arterial Thromboembolism, CTCAE
C0023890	Liver Cirrhosis
C0426805	Hooked clavicle
C0181805	Mesh surgical material
C2753588	atrioventricular valve formation
C4763781	Serrated Nodule
C0030193	Pain
C1846422	Bilobate gallbladder
C0241657	Abnormality of the vasculature
C1140621	Leg
C0748390	Retroperitoneal lymphadenopathy
C0449682	Site of insertion
C3642315	Anteroseptal Myocardial Infarction by ECG Finding
C0340754	Subclavian vein stenosis
C0221103	Visual Suppression
C2960254	Lipoma arborescens
C0042993	Vulva
C0557958	Locked door procedure
C0151654	Myocardial fibrosis
C0745492	septic joint
C0054427	cyclophosphamide/doxorubicin/fluorouracil protocol
C1513751	Multiple Tumor Masses
C0017725	glucose
C0039267	talc
C0018798	Congenital Heart Defects
C0392482	Common atrium
C0019559	Hip joint pain
C0521515	Calcific tendinitis
C0449444	Route
C1517912	Liver Acinus Zone 2
C0206063	Radiation Pneumonitis
C0003492	Aortic coarctation
C1521733	Pathologic
C0018799	Heart Diseases
C2987151	Petrous
C0446380	Transverse plane
C0229299	Left ear structure
C0738590	Right hypochondriac region structure
C0230461	Structure of left foot
C0205200	Confluent
C0459917	Intercostal artery
C2329590	Left hippocampus
C0446455	Front of neck
C0441992	Mediolateral
C2960072	Electrohydraulic lithotripsy
C0225778	Pleural fluid
C0005557	Bioprosthesis device
C0025526	Metacarpal bone
C0014571	Epiphyses, Slipped
C0441998	Left anterior
C0449579	Nodularity
C0227843	Endometrial
C1831619	Phosphaturic Mesenchymal Tumor
C0449820	Score
C0032743	Positron-Emission Tomography
C0179504	Electrocardiogram lead (device)
C0041296	Tuberculosis
C0677881	Cytotoxic Chemotherapy
C0225344	Tunica submucosa
C0230065	Structure of retroorbital region
C0206701	Serous Cystadenocarcinoma
C0205054	Hepatic
C0333014	Staghorn Calculi
C0042571	Vertigo
C0750929	Arnold-Chiari Malformation, Type I
C0238441	Subglottic stenosis
C4040620	Tooth number
C0235592	Cervical lymphadenopathy
C0021494	Intravenous Injections
C4022882	Suprasellar arachnoid cyst
C0025061	Mediastinal Diseases
C1384641	Cervical spondylosis
C2346581	iobenguane sulfate I-123
C0241241	sternal defect
C0042779	Viscera
C0023786	Mucopolysaccharidosis I
C0772413	Prenatal vitamin
C0005400	Bile duct structure
C1135812	Patellar Dislocation
C0223098	Structure of body of cervical vertebra
C0014068	Encephalomalacia
C1262313	Invasive Fungal Infections
C0238015	Autonomic Dysreflexia
C0007873	Uterine Cervical Neoplasm
C0446987	Cardiac wall structure
C4551823	instruments
C0034991	Rehabilitation therapy
C0001206	Acromegaly
C1180044	Wall of bile duct
C1512612	Ideal
C0189488	Excision of segment of lung
C1880089	Circumflex
C0085232	Zenker Diverticulum
C0492215	SYSTEM, X-RAY, FLUOROSCOPIC, IMAGE-INTENSIFIED
C0442123	Intravascular
C1850135	Flared metaphysis
C0225064	Structure of coracohumeral ligament
C0442124	intravesical
C3178884	Anatomic Landmarks
C0925402	Right occipital condyle
C0043162	Whole-Body Irradiation
C0019829	Hodgkin Disease
C0227074	Mandibular right second molar tooth
C0018790	Cardiac Arrest
C0231800	Expiration, function
C0504095	Striated muscle fasciculus
C1517049	Extracapsular
C0032005	Pituitary Gland
C1384497	Tensor fascia lata
C0013273	Structure of ductus arteriosus
C0819757	Structure of parenchyma of lung
C0006285	Bronchopneumonia
C0333186	Restenosis
C0239266	Pain in elbow
C0029461	Osteoradionecrosis
C2093603	rabbit allergenic extract
C1550308	Subdural Fluid
C0029456	Osteoporosis
C1305860	C6 innervation
C4239790	Fetal trunk
C0242403	Vomer bone structure
C1800706	Idiopathic Pulmonary Fibrosis
C0228912	Structure of lateral femoral cutaneous nerve
C0024214	Lymphangiectasis
C0013220	Drug Tolerance
C0333084	Fusiform dilatation
C3244297	locked
C1268646	Heterogeneously dense breast composition
C0268842	Colovesical Fistula
C2936786	Aqueductal Stenosis
C0039075	Syndactyly
C1285721	Vitreous cavity
C0033802	Pseudogout
C0059541	erythritol anhydride
C0734011	Rectum wall structure
C0280462	Cyclophosphamide/Fluorouracil/Tamoxifen
C0450414	Lateral to the left
C4528227	Cross-sectional Diameter
C0035507	hindbrain
C1272688	status - In progress
C0265784	Agenesis of right lung
C0267412	Mesenteric Venous Thrombosis
C0103647	Antineutrophil Cytoplasmic Antibodies
C0030378	Corpora paraaortica
C0227069	Mandibular right second premolar
C0392920	Chemotherapy Regimen
C1176475	Ductal Carcinoma
C0019552	Hip structure
C0507188	Left pectoralis major
C0002959	Angiectasis
C3241921	Round Ligament
C2699330	Abdominal Fluid
C0264733	Ventricular dilatation (disorder)
C0039585	Androgen-Insensitivity Syndrome
C0189831	Reimplantation of cardiac pacemaker electrode
C0205225	Primary
C0019144	Hepatectomy
C0441800	Grade
C0521110	Accelerated
C0234225	Absence of pain
C0001209	Acromion
C0456389	size
C0223729	Structure of pisiform bone of hand
C0228906	Structure of ilioinguinal nerve
C0272407	Splenic cyst
C0872084	Sarcopenia
C0441291	Self-expanding stent
C0311395	Lameness
C0205700	Asymmetric Septal Hypertrophy
C0205234	Focal
C0442343	Transcatheter approach
C0338248	carmustine/cytarabine/etoposide/melphalan regimen
C0040100	Thymoma
C0001239	Actin-Binding Protein
C0742961	cyst complex
C1292856	Stimulation procedure
C0459951	Bone structure of T4
C0016129	Fingers
C0475210	centimeter
C0027122	Myositis Ossificans
C1720736	Block needle
C0521619	Obstruction of pelviureteric junction
C0926822	Head of left femur
C0155675	Pulmonary Arteriovenous Fistulas
C0224272	Extensor carpi ulnaris muscle structure
C0504163	Right pleural sac
C0206622	Adenomyoma
C0018099	Gout
C0596392	craniofacial
C3494350	Port Catheters
C1553026	tera units
C1535956	Laminoplasty
C0038005	Splenorenal Shunt, Surgical
C0042024	Urinary Incontinence
C4528241	Pericardial Effusion Size
C1321023	Bone healing status
C0225261	Iliac fascia structure
C0150694	Artificial Airways, Oropharyngeal
C0993597	Topical Cake
C0023607	luteinizing hormone
C0026708	Mucopolysaccharidosis V
C0230177	Structure of right upper quadrant of abdomen
C5229856	Fixed flexion deformity
C4313225	Interstitial infiltrates
C3495676	Anorectal Malformations
C0225968	Epicardium
C0699900	Catabolism
C0443239	Interrupted
C0225928	Structure of leaflet of tricuspid valve
C0403642	Hourglass bladder
C0922673	Right medial rectus
C0824497	Neurovascular bundle
C0447661	Subareolar region
C3830527	Detectable
C0444070	Breast tissue sample
C0737423	Right external iliac vein
C0027695	Nephrectomy
C4053995	Stable Disease by Computed Tomography
C0034595	Radioisotopes
C3245505	Potential
C0242707	Right Ventricular Dysfunction
C0929981	Orbital fat body
C0497156	Lymphadenopathy
C0039736	thalidomide
C1518890	Parametrial
C0228217	Structure of occipital pole
C1179571	Parenchyma of pancreas
C2246573	gas vesicle shell
C1518633	Osteolytic
C0231083	Structure of common cardinal vein
C2986473	Metallic
C0230416	Left lower extremity
C0238577	Abdominal wall defect
C0000925	Incised wound
C1285107	Structure of lobe of left lung
C0228014	Tunica vaginalis
C0225220	Structure of carotid sheath
C0226147	Structure of middle meningeal artery
C0281873	Hyperextension injury
C3829566	Image Slice Thickness
C0522510	With intensity
C0015230	Exanthema
C0019560	Hip Joint Implantable Prostheses (device)
C4086587	Minimal Residual Disease Relapse
C3640708	Right Posterior Atrioventricular Artery
C0009250	Coin lesion of lung
C0010692	Cystitis
C0031157	Peritonsillar Abscess
C0445283	Splenic bed
C0042909	Vitreous Hemorrhage
C0230150	Posterior mediastinum
C1301732	Planned
C1269700	Caliectasis
C1837081	Tibial bowing
C0038016	Spondylolisthesis
C0026649	Movement
C0030779	Pelger-Huet Anomaly
C0871421	Z-score
C0038239	Steel
C1282910	Upper
C1517060	Extramedullary
C0006663	Calcinosis
C0057717	diamond
C0009074	clotrimazole
C0015813	Head of femur
C1761613	Conjunctival hyperemia
C0036323	Schistosomiasis
C0205554	Automated (qualifier value)
C1325815	peripherin location
C0013153	Drug Administration Routes
C0031038	Pericardial Cyst
C0041971	Urethral Neoplasms
C0038826	Superinfection
C0815714	Right piriformis
C0728907	Compression
C0224384	Structure of levator ani muscle
C1392839	Hypoplastic colon
C0274281	Injury due to exposure to external cause
C0038454	Cerebrovascular accident
C0038536	Subcutaneous Emphysema
C0226723	Structure of right ovarian vein
C0489797	Right brachial artery
C0006142	Malignant neoplasm of breast
C0016842	Congenital pectus excavatum
C0393023	R-CHOP Regimen
C0459947	Bone structure of T7
C0456475	Subglottis structure
C0003505	Aortic Valve Prolapse
C0025164	Megaesophagus
C2826624	Excrescence
C0991566	Bead Dosage Form
C0005690	Urinary Bladder Fistula
C0396949	Valvuloplasty of aortic valve
C4288280	Right Ventricular Free Wall
C0553524	Right uterine artery
C1862096	Aplasia of the middle phalanx of the hand
C0332126	No treatment required for
C0934570	Right upper lung zone
C1116428	Breast Duct
C0024949	Structure of maxillary artery
C0035849	Root Canal Therapy
C0010674	Cystic Fibrosis
C0025519	Metabolism
C0043603	pamidronate
C0226744	Structure of ileocolic vein
C0694651	Left gluteus medius
C3853921	alectinib
C4086749	Post-implantation Loss Percent
C1314678	Ameloblastic Carcinoma
C0224423	External obturator muscle structure
C0263428	Burnett Schwartz Berberian syndrome
C4732837	Leptomeningeal enhancement
C0724693	sildenafil citrate
C0266385	Uterus arcuatus
C1305372	Hilar lymph node
C3686718	Bone structure of coracoid
C0935727	Injection Port
C0224463	Tibialis posterior muscle structure
C0029185	Orbital Neoplasms
C0017067	Ganglia
C0065885	meglumine iodipamide
C0225720	Structure of lateral segment of right middle lobe of lung
C0266348	Double urethra
C0223895	Medial malleolus
C1185737	Dorsal vein
C0041601	Ulna Fractures
C1844704	Platyspondyly
C1707264	Capsular Contracture
C0280443	bleomycin/vincristine protocol
C0013604	Edema
C0682625	Intrahepatic biliary tree
C0017128	Gastric Fistula
C1512857	Interlobular Duct
C0332583	Green color
C1707520	Correlation
C0152381	Cerebellar white matter
C2347662	Pre-existing
C0222596	Upper inner quadrant of breast
C4476575	Multifocal splenic abscess
C0221971	Hair follicle structure
C0154270	Localized adiposity
C1261079	Structure of left cusp of aortic valve
C4067975	Voids
C0701818	Choledocholithiasis
C0188673	Subtalar arthrodesis
C0041321	Tuberculosis, Miliary
C0584894	Rectus femoris muscle structure
C0443310	Standard EEG machine
C0205173	Duplicate
C0751815	Carotid Artery, Internal, Dissection
C0410130	Postcalcaneal bursitis
C0004114	Astrocytoma
C0011350	Dental Enamel
C0080311	Ventricular Function, Right
C0020492	Hyperostosis
C0037791	Specificity
C0264515	Pneumonia, Necrotizing
C0812409	Gradient
C0007121	Bronchogenic Carcinoma
C1393571	TRACHEAL COMPRESSION
C0332663	Traumatic
C1521801	Having administered
C0152355	Structure of subthalamic nucleus
C0521362	gastrointestinal
C0264545	Thickening of pleura
C0018800	Cardiomegaly
C0228575	Structure of posterior gray horn of spinal cord
C0149566	Structure of middle cerebral artery
C0264732	Cardiac dilatation
C0581712	Devascularization - action
C0205556	Qualitative
C2700034	Exophytic
C0041188	Tropical pyomyositis
C0920808	Left sternocleidomastoid
C0224448	Structure of vastus intermedius muscle
C0021376	Chronic inflammation
C0447584	Fundus of urinary bladder
C3275069	Chronic Total Occlusion Vessel
C0078039	doxorubicin/procarbazine/vincristine protocol
C1283932	Unintentional
C4551854	HYPOPLASTIC LEFT HEART SYNDROME 1
C0746094	lung density
C0224378	Structure of transversus abdominis muscle
C4761492	Ovoid Nodule
C0222597	Lower inner quadrant of breast
C0585104	Left lower zone pneumonia
C0441293	JJ-stent
C0754188	amprenavir
C1332897	Central Scar
C1293122	Augmentation procedure
C3896609	Stereotactic Body Radiation Therapy
C0017125	Gastric Bypass
C1181114	Left basal segmental artery
C0344724	Ostium secundum atrial septal defect
C0521170	Osteoporotic Fractures
C0017597	Glass Ionomer Cements
C0332501	Spherical shape
C0391978	Bone Tissue
C0030290	Pancreatic Fistula
C0439742	Scattered
C0870186	Avoidance
C0026597	Motion
C0008574	chromium
C0442197	Lateral projection
C0925963	Left cheek
C0064263	emedastine
C1961768	Pedicle Screws
C0226812	Structure of brachial vein
C0262386	Avulsed wound
C3276197	Fatty replacement
C0229116	Structure of scleral spur
C0948249	Femoral artery occlusion
C3495330	Dorsolateral fasciculus of the medulla
C3273930	Tumor Mass
C1458155	Mammary Neoplasms
C0230128	Left thorax structure
C0238462	Medullary carcinoma of thyroid
C0205344	Absolute
C0678234	Stenosis Morphology
C0229868	Left faucial tonsil structure
C1442160	Cutoff
C0447612	Vaginal wall
C0345002	Quadricuspid aortic valve
C1289798	Core biopsy needle
C1334721	Metastatic Mass
C3830465	Dissolution Mixing
C4086023	Bilobular
C0020283	Hydrogen-Ion Concentration
C0012000	Diastole
C0225733	Left pulmonary hilum
C0020672	Hypothermia, natural
C0785697	Razor blade
C0011644	Scleroderma
C0205324	Flat shape
C0032019	Pituitary Neoplasms
C0034519	Electromagnetic Radiation
C0004238	Atrial Fibrillation
C0278883	Metastatic melanoma
C1848182	Blind vagina
C0444764	Coils (formation)
C3278923	Dilated ventricles (finding)
C0016980	gallium
C0179751	Epidural catheter
C1849081	Metaphyseal striations
C0000735	Abdominal Neoplasms
C0399526	Class III malocclusion
C0459954	Bone structure of T9
C1744702	Gluteal muscle
C2986839	Voxel Size
C1302222	Parasternal long axis view
C0036631	Seminoma
C0228316	Anterior Nuclear Group
C1710048	Semi-Circle
C1534709	Splitting
C0927242	Structure of maxillary canine tooth
C0025160	Megacolon
C0009924	Contrast Media
C0581631	Cervical Spinal Nerve Root
C1719274	Biventricular Pacemaker
C0428642	Pulmonary artery pressure
C0588055	Mediastinal lymph node group
C0008902	Classification
C0728985	Cervical spine
C1179694	T10 - Thoracic segmental innervation
C1999002	Actual Negative Coping
C0000769	teratologic
C0023486	Prolymphocytic Leukemia
C0403477	Medullary nephrocalcinosis
C2609162	Periprosthetic Fractures
C0022889	Labyrinth
C0450109	Arteriovenous
C0266347	Accessory urethra
C0026140	Milk, Human
C0332452	defective
C1179864	Superolateral
C1522010	Lobar
C0036622	Semicircular canal structure
C0392747	Changing
C0935081	Trunk of anterior segmental artery
C0034161	Pus
C0332307	Type - attribute
C0029441	Osteoid osteoma
C0684550	Secondary malignant neoplasm of vertebral column
C0507850	Wall of artery
C0020305	Hydrops Fetalis
C0223606	Structure of sacral promontory
C0227874	Structure of left ovary
C4704749	Osseointegrated Implants
C0042593	Vestibular Aqueduct
C1641805	Packet - Unit dose
C0559280	Anterior wall of bladder
C0227873	Structure of right ovary
C0920807	Right sternocleidomastoid
C0856722	Chronic pulmonary embolism
C0349588	Short stature
C0030125	aminosalicylic acid
C0442184	Subcostal
C0042396	Vascular constriction (function)
C2610486	bone trabecula formation
C1141639	human chorionic gonadotropin
C0449719	Part
C1512910	Intra-abdominal
C1319066	Spayed female
C0034089	Pulmonary Valve Stenosis
C1261078	Structure of right cusp of aortic valve
C1861388	Short 5th metacarpal
C1167332	midbody
C0185003	Reparative closure
C0015688	Nonesterified Fatty Acids
C0031154	Peritonitis
C0205557	False Positive
C0220668	Congenital contractural arachnodactyly
C0446416	Level of the sixth cervical vertebra
C0449878	Mount used
C0231221	Asymptomatic
C0038056	Sputum
C0442825	Well defined
C0192444	Billroth II Procedure
C3272897	Stack
C1442903	Exostoses
C0194305	Ureteroureterostomy
C0151936	Disorder of tendon
C1868833	Bronchial wall thickening
C0228615	Structure of cervical spinal cord ventral horn
C0267356	Duodenal perforation
C0162649	Blood Patch, Epidural
C0184213	Ureteroscopes
C0393667	Extrapontine Myelinolysis
C1514485	Proliferation
C0475208	Titer
C0524468	Structure of right shoulder region
C0559863	Vertical fracture
C0001468	Adenosine Phosphosulfate
C0042373	Vascular Diseases
C0221102	Excretory function
C0332461	Plaque (lesion)
C0332624	Dispersion
C2985897	Treatment Vehicle Volume
C0272654	Fracture of scaphoid bone of wrist
C1842881	Dilated aortic root
C0227042	Maxillary right central incisor
C0015731	Feathers
C0021212	Indicators
C0009170	cocaine
C0271007	Phthisis bulbi
C0026508	Monteggia's Fracture
C0178324	Vascular System Injuries
C0040583	Tracheal Stenosis
C0222694	Structure of glabella
C1283612	Occipital protuberance
C0948162	Edema of bone marrow
C0011436	Dentinogenesis Imperfecta
C0005778	Blood coagulation
C0588203	Bone structure of distal ulna
C0030840	penicillin V
C0014070	Encephalomyelitis
C0678222	Breast Carcinoma
C0030230	palladium
C0263969	Traumatic rupture of patellar tendon
C3686789	Periaortitis
C0040018	thrombin
C4288029	Vascular Invasion Assessment
C0262414	Fracture of cervical spine
C1299351	Abnormally high
C0228317	Structure of anterior tubercle of thalamus
C0223886	Structure of trochlea of femur
C1292778	Chronic myeloproliferative disorder
C0491174	SPECULA ACCESSORIES
C0205312	Papillary
C4477000	Increased hepatic echogenicity
C0001443	adenosine
C0428629	FAI - Free androgen index measurement
C0265885	Kommerell's diverticulum
C0062773	histone acetyltransferase
C3873363	Acute pulmonary thromboembolism
C0225616	Middle lobar bronchus
C0507618	Wall of ventricle
C0022658	Kidney Diseases
C0016248	Floods
C0001511	Tissue Adhesions
C0005967	Bone neoplasms
C0225440	Structure of agger nasi
C0008497	Choriocarcinoma
C0017710	Glucocorticoids
C0011079	Debridement
C0266399	Infantile uterus
C0520449	Trichobezoars
C0039185	T-2 Toxin
C0006270	Bronchioles
C0280803	Primary central nervous system lymphoma
C0151945	Thrombosis of cerebral veins
C1707340	Centroid
C0243132	occurrence characteristics
C0185125	Application procedure
C4025267	Extracranial internal carotid artery dissection
C1868720	Periventricular Nodular Heterotopia
C0349453	Mass of thyroid gland
C0949690	Spondylarthritis
C0115471	Midomafetamine
C0224306	Longissimus
C1865186	Bell-shaped thorax
C0553534	Cardiopulmonary
C1960469	Left ventricular noncompaction
C0151241	Atrial myxoma
C0080306	Vena Cava Filters
C1261074	Structure of right upper lobe of lung
C0226019	Structure of aortic isthmus
C0581666	Lumbar spinal nerve root structure
C0225708	Structure of base of right lung
C0014472	Ependyma
C0225790	Structure of costal pleura
C0011535	Deoxyuridine
C0461643	Absorbable suture
C1176470	Median Line
C0162428	Nephrolithotomy, Percutaneous
C0333157	Colloid Cysts
C0226496	Arcuate artery of leg
C0223733	Structure of capitate bone
C3494442	Carbon Ion Radiotherapy
C0035856	Rosaniline Dyes
C0229802	Structure of retroperitoneal lymph node
C0023374	Lesch-Nyhan Syndrome
C1563059	Lumbosacral angle
C0235031	Neurologic Symptoms
C0027858	Neuroma
C4684522	Renal Fossa
C0153436	Malignant neoplasm of sigmoid colon
C0179212	Pressure bandage
C2828386	Pass (indicator)
C0002903	Anesthesia procedures
C3831279	Branch Duct
C0442073	Right lateral wall
C0227997	Structure of right testis
C0445383	Volumetric
C4084859	Peribronchial Cuffing
C1880906	Gas Leak Medical Device Problem
C0856554	Metastatic Liver Carcinoma
C0014392	Enucleation procedure
C0079744	Diffuse Large B-Cell Lymphoma
C0337095	Entrance
C0444505	Peak level
C0206083	Myelinolysis, Central Pontine
C0302677	Enteroscope
C0003280	Anticoagulants
C3164332	Absent aortic valve cusp
C0007202	Cardiopulmonary Bypass
C1709367	Oval shape
C1720771	Testicular Hydrocele
C2750293	Microbleeds
C0553498	Gestational Sac
C0175693	Russell-Silver syndrome
C0020295	Hydronephrosis
C0227623	Structure of superior renal segment
C1833325	Thin bony cortex
C0107999	CAC regimen
C0815110	Perfectionism
C4704931	Endoprosthesis
C4288295	Residue on Lateral Sulci
C0226439	Structure of left radial artery
C0729538	Saphenous vein graft
C0038435	Stress
C0443198	Diagonal
C0042580	Vesico-Ureteral Reflux
C0410607	Intervertebral disk calcification
C4527402	Pure Ground-Glass Pulmonary Nodule
C0031039	Pericardial effusion
C0507206	Left scapula
C4725722	Second-strand Library Sequencing
C0032285	Pneumonia
C0750572	Estimated
C0086510	Kirschner Wires
C0349582	Trigeminal schwannoma
C0019151	Hepatic Encephalopathy
C0014570	Epiphysis of bone
C1510996	Avidity
C0205269	Unresponsive to Treatment
C3697114	Shear injury
C0198542	Abdominoplasty (procedure)
C2717907	Isolated Noncompaction of the Ventricular Myocardium
C0574912	Acquired calyceal diverticulum
C0929230	Right lower lung field
C0332516	Symmetrical
C0185373	Open reduction of fracture
C0225730	Left lung
C0447048	Left aortic arch
C0167206	TM4SF1 protein, human
C0230825	Multivesicular body
C0226157	Structure of left internal carotid artery
C0544726	Hole Finding
C1184145	Occipital
C0035403	Rh Factors
C0441513	Surgical construction
C0242699	Bone Demineralization, Pathologic
C0334121	Inflammatory Myofibroblastic Tumor
C4511687	Pancreatic Intraductal Papillary Mucinous Neoplasm
C0267878	Mirizzi Syndrome
C0030299	Pancreatic Pseudocyst
C0240318	Mediastinal mass
C0266200	Microcolon
C0183518	Ureteric stent
C0229024	Structure of ganglion impar
C0233569	Physical wandering
C0023595	Lewis Blood-Group System
C0229769	Structure of hepatic lymph node
C4021599	Flat distal femoral epiphysis
C0230243	Structure of left triangular ligament
C0003943	Arytenoid Cartilage
C4288294	Residue on Pyriform Sinuses Following Swallowing
C0489877	Vasculature of lung
C1550271	Lacrimal
C0225434	Inferior nasal concha
C2586211	Thrombosis of blood vessel
C0035334	Retinitis Pigmentosa
C1293136	Obliteration procedure
C0685786	Cleft mandible
C0241165	Thick skin
C0230137	Structure of thoracic inlet
C0007103	Malignant neoplasm of endometrium
C0549206	Patient currently pregnant
C0024623	Malignant neoplasm of stomach
C0751001	Aneurysm, Basilar Artery
C1533621	Pancreas to stomach anastomosis
C1258215	Ileus
C4528578	En Bloc Resection
C0020498	Hyperostosis, Diffuse Idiopathic Skeletal
C3641247	FDG-Positron Emission Tomography
C0000618	mercaptopurine
C0332758	Avulsion fracture
C0205134	Curved
C0333067	deformed
C2062513	Kidney Hemangioma
C0009968	copper
C0152069	Echinococcus multilocularis infection
C0005847	Blood Vessel
C0596764	impression (attitude)
C4750180	Structure of left preauricular region
C0035273	Resuscitation procedure
C0547044	Smaller
C0039144	Syringomyelia
C0019310	Hernia, Obturator
C0007952	Personality Character
C0226366	Structure of left internal iliac artery
C0229665	Blood arterial
C0005962	Bone Matrix
C0521556	Congenital sacral meningocele
C0018784	Sensorineural Hearing Loss (disorder)
C0266389	Uterus unicornis
C0225266	Structure of iliotibial tract
C0230248	Structure of ligamentum venosum of liver
C0039991	Thoracotomy
C0008479	Chondrosarcoma
C0205160	Negative
C0218234	CBFA2T1 protein, human
C0024530	Malaria
C2753461	outer mucus layer
C0444299	Catheter tip
C0333173	Pseudo-obstruction of gastrointestinal tract
C0520997	Thrombolysis, function
C3840106	Transitional lumbosacral vertebra
C0728721	Psychological suppression
C4022153	Cerebral cortical hemiatrophy
C0227361	Structure of colonic haustra
C0227481	Right lobe of liver
C0444471	Endobronchial
C0456605	Pedicle
C0342649	Vascular calcification
C0022614	ketamine
C0448475	Short hip rotator muscle
C0191234	Pericardiocentesis
C0224416	Skeletal muscle structure of thigh
C0442134	Para-aortic
C0155773	Portal Vein Thrombosis
C3839990	Congenital stenosis of nasal pyriform aperture
C0018674	Craniocerebral Trauma
C1402294	Primary Lesion
C0522518	Transesophageal approach
C0266648	Blighted ovum
C2952211	Posterior common hepatic lymph node
C1563741	Subcutaneous Fat, Abdominal
C1855758	Lateral displacement of the femoral head
C4526709	Personalized Genomic Vaccine 001
C0206754	Neuroendocrine Tumors
C0003483	Aorta
C0700320	Sectioning technique
C0332761	Fracture Dislocation
C0442044	Ulnar
C0741978	carotid internal
C0010964	Dandy-Walker Syndrome
C0040038	Thromboembolism
C0340756	Stenosis, Pulmonary Vein
C0230354	Left elbow region structure
C0035232	Respiratory Paralysis
C1708109	Fungating Mass
C3890232	Trans-Activator Protein BZLF1
C4086149	Centrilobular Opacity
C0347631	Subcapsular liver hematoma
C0205412	Inadequate (qualifier)
C1311070	trabectedin
C0228121	Tentorium cerebelli
C1457868	Worse
C4054251	Pancreaticobiliary Malunion
C0929187	Right lower hemithorax
C0455816	Left ventricular wall motion
C0458421	Wall of bladder
C0205091	Left
C4763878	Endoscopic Sinus Surgery
C0522224	Paralysed
C0032209	Platybasia
C0007818	Cerebrovascular Circulation
C0023524	Leukoencephalopathy, Progressive Multifocal
C1261381	Destructive procedure (surgical)
C0506735	Inferior basal vein
C0333181	Stenosed
C0745442	Intravenous Catheters
C0825675	Structure of head of metatarsal bone
C0227070	Mandibular right second premolar tooth
C0332767	Dislocation, complete
C0332128	Examined
C1272745	Improving (qualifier value)
C0028784	Occipital bone structure
C0239946	Fibrosis, Liver
C4024589	Aplasia/Hypoplasia of the mandible
C0927249	Structure of mandibular molar tooth
C2986818	Scanner Camera Center of Rotation
C0393040	cisplatin/ifosfamide/mesna/mitomycin protocol
C0008340	Choledochal Cyst
C0221989	Structure of free edge of nail
C1178954	Interosseous Membrane
C0333575	Fatty infiltration
C0243001	Abdominal Abscess
C0149756	Fasciitis, Plantar
C0450415	Lateral to the right
C0231063	First branchial arch structure
C1167663	biloma
C0743630	exacerbation acute
C0230147	Superior mediastinum
C0205443	Ninth
C1837404	High, narrow palate
C1709160	Neoplastic
C1336888	Urethral Leiomyoma
C0442269	Axial projection
C4528221	Acral Lesion
C0441635	Anatomical segmentation
C0227039	Maxillary right canine tooth
C5197719	Pancreaticobiliary Maljunction
C0019294	Hernia, Inguinal
C3278509	Spinal fusion
C0234226	Painless
C0022983	Laminectomy
C0346308	Pituitary macroadenoma
C1855284	Intrahepatic biliary atresia
C1512948	intrahepatic
C3274789	Structural Heart Abnormality
C0010651	Cystectomy
C1265611	Quantity
C0431391	Hemimegalencephaly
C1302234	Fatal
C0195897	Craniectomy
C0178576	Cross link
C0023056	Laryngeal Nerves
C0038845	Supination
C0016642	Fracture Fixation, Internal
C0018792	Heart Atrium
C4479266	Collapse of femoral head
C0031030	Periapical Periodontitis
C0577790	Aortic valve normal
C0336581	Intramedullary rod
C0227327	Distal part of ileum
C0502413	Wall of trachea
C0008311	Cholangitis
C0340648	dissection of coronary artery
C0206332	Structure of patellar ligament
C0004454	Axilla
C5194734	Tubular bones
C0740366	fractured vertebra (compression)
C0560005	millicurie
C2959359	Abnormal ventriculoarterial connection
C0014876	Esophagus
C2986496	Noninvasive
C0000737	Abdominal Pain
C1261120	Chronic bullous emphysema
C0521366	retropharyngeal
C4318455	Splenic mass
C0887838	trans-Golgi Network
C0205117	Adjacent
C0431109	Choroid Plexus Carcinoma
C0034885	Rectal Neoplasms
C0023234	Legg-Calve-Perthes Disease
C0818149	Right lateral chest wall
C0370199	Aspirate substance
C0871362	signal intensity
C0002395	Alzheimer's Disease
C0009196	Structure of perilymphatic duct
C0079949	Osseointegration
C1700929	Endoscopic Submucosal Dissection
C0025239	Melorheostosis
C0181089	Catheter guide wire, device
C0860359	Reintubation Procedure
C0333262	Vesicle (morphologic abnormality)
C3897450	Subcapsular Renal Hematoma
C0929176	Hilum
C0333179	Angulated
C3887513	Avascular necrosis
C3149878	Posterior subluxation of radial head
C0042448	Vein of Galen
C1706205	Bolt Device
C0005683	Urinary Bladder Calculi (disorder)
C0264511	Lymphoid interstitial pneumonia
C0264499	Compression Pulmonary Atelectasis
C0444507	Incidental
C3546235	dense material
C0013764	elasticity
C0730442	UVC - Ultraviolet C radiation
C1280412	Thick
C0010414	Infection by Cryptococcus neoformans
C0023175	lead
C0750484	Confirmation
C0392943	FOLFOX Regimen
C0225883	Right ventricular structure
C0011135	Defecation
C0267928	Choledochoduodenal fistula
C1179691	T7
C5205403	Pelvic Ureter
C0223486	Structure of body of lumbar vertebra
C2324298	Middle zone of right lung
C0238045	Carotid-Cavernous Sinus Fistula
C1522217	Intraluminal Route of Drug Administration
C0441995	Mural
C0333099	Fusiform Aneurysm
C0225641	Left inferior lobar bronchus
C0029410	Osteoarthritis of hip
C0440790	Solid organ
